CpG_id	intercept	f	pval	qval	CpG_id	geneSymbol	posDesc	chr	start	end	CpG_id	beta(AD)	beta(Normal)	Delta beta
cg03120461	0.0	0.0	0.00892318943644306	0.0	cg03120461	TMSB4X	TSS200	X	12993214	12993337		0.0	0.0	0.0	
cg03202526	0.0	0.0	0.00893648374103265	0.0	cg03202526	SOX3	TSS200	X	139587311	139587434		0.0	0.0	0.0	
cg06922569	0.0	0.0	0.00897651725984266	0.0	cg06922569	ARAF	TSS200	X	47420444	47420567		0.0	0.0	0.0	
cg11049774	0.0	0.0	0.00917413962910892	0.0	cg11049774	BEX4	TSS200	X	102469996	102470119		0.0	0.0	0.0	
cg21905818	0.0	0.0	0.0091356737259022	0.0	cg21905818	PPP1R3F	TSS200	X	49126164	49126287		0.0	0.0	0.0	
cg25549819	0.0	0.0	0.0091392300711375	0.0	cg25549819	RAP2C	TSS200	X	131352230	131352353		0.0	0.0	0.0	
cg11704979	0.0	0.0	0.0093475846479102	0.0	cg11704979	ZNF275	TSS200	X	152599450	152599573		0.0	0.0	0.0	
cg21202708	0.0	0.0	0.00935658511969963	0.0	cg21202708	MTMR1	TSS200	X	149861743	149861866		0.0	0.0	0.0	
cg21484182	0.0	0.0	0.00939787457136389	0.0	cg21484182	DCAF12L2	TSS200	X	125300084	125300207		0.0	0.0	0.0	
cg20359784	0.0	0.0	0.00949821967881022	0.0	cg20359784	FAM127B	TSS200	X	134186334	134186457		0.0	0.0	0.0	
cg05045028	0.0	0.0	0.00956898146812729	0.0	cg05045028	AIFM1	TSS200	X	129299924	129300047		0.0	0.0	0.0	
cg01991530	0.0	0.0	0.00958855742184539	0.0	cg01991530	MBTPS2	TSS200	X	21857632	21857755		0.0	0.0	0.0	
cg06055266	0.0	0.0	0.00966169245152609	0.0	cg06055266	TSPYL2	TSS1500	X	53111187	53111310		0.0	0.0	0.0	
cg03993368	0.0	0.0	0.00979841993657408	0.0	cg03993368	ZNF75D	TSS1500	X	134479056	134479179		0.0	0.0	0.0	
cg09834142	0.0	0.0	0.00979939673650253	0.0	cg09834142	CLCN5	TSS1500	X	64255215	64255338		0.0	0.0	0.0	
cg24585803	0.0	0.0	0.00983540645146637	0.0	cg24585803	TAF9B	TSS200	X	77395373	77395496		0.0	0.0	0.0	
cg05849875	0.0	0.0	0.00986875566566915	0.0	cg05849875	GABRQ	TSS200	X	151806628	151806751		0.0	0.0	0.0	
cg12384989	0.0	0.0	0.00990185754469011	0.0	cg12384989	GRIA3	TSS1500	X	122317614	122317737		0.0	0.0	0.0	
cg08528516	0.0	0.0	0.00996973326468372	0.0	cg08528516	DDX3Y	TSS200	Y	15015995	15016118		0.0	0.0	0.0	
